date,item_id,price,item_count
2019-12-13,27,26.21,0.0
2020-06-01,100,2.48,0.0
2019-01-02,90,7.71,1.0
2021-01-26,48,11.82,0.0
2019-06-25,19,2.89,176.0
2021-02-21,94,5.71,0.0
2020-05-26,91,15.46,0.0
2019-05-12,65,20.02,0.0
2019-09-06,5,6.07,0.0
2021-04-22,94,5.71,0.0
2019-04-09,26,7.55,1.0
2019-11-21,51,17.55,0.0
2020-04-22,60,15.69,0.0
2019-10-03,54,6.51,0.0
2020-10-05,81,5.11,0.0
2021-01-28,39,19.03,0.0
2019-05-07,47,8.01,0.0
2021-08-11,100,2.48,0.0
2021-03-07,79,3.75,0.0
2019-04-10,38,10.8,0.0
2019-05-12,70,16.28,0.0
2019-12-18,62,5.7,0.0
2021-06-14,38,10.8,105.0
2021-08-07,23,10.86,1.0
2019-08-14,64,16.09,1.0
2019-06-19,70,16.28,0.0
2019-08-21,60,15.69,0.0
2021-02-23,21,23.23,3.0
2021-08-19,99,5.32,0.0
2019-01-19,62,5.7,0.0
2021-01-12,38,10.8,56.0
2019-08-06,32,3.86,0.0
2020-09-17,26,7.55,1.0
2021-10-18,37,7.36,0.0
2021-09-12,63,3.74,0.0
2020-04-07,10,21.13,0.0
2020-12-23,100,2.48,0.0
2021-07-09,40,22.67,0.0
2020-04-08,3,29.22,3.0
2020-08-04,45,23.43,4.0
2020-11-05,2,15.09,0.0
2021-01-20,45,23.43,1.0
2021-08-29,32,3.86,0.0
2019-04-12,44,5.5,1.0
2021-08-15,94,5.71,0.0
2019-05-21,76,17.93,62.0
2021-08-07,3,29.22,7.0
2020-11-02,66,6.31,0.0
2021-07-04,6,5.61,0.0
2020-10-19,41,6.01,0.0
2020-12-12,29,2.43,0.0
2020-03-30,88,16.06,0.0
2019-11-11,22,19.05,0.0
2019-05-06,12,4.87,7.0
2019-02-23,37,7.36,0.0
2021-03-12,62,5.7,0.0
2019-09-03,95,19.04,0.0
2020-05-09,29,2.43,0.0
2020-08-26,87,7.22,0.0
2021-09-13,81,5.11,0.0
2019-11-24,18,18.82,0.0
2020-10-13,100,2.48,0.0
2021-05-15,39,19.03,0.0
2020-02-27,8,24.98,0.0
2019-04-24,30,5.08,0.0
2020-06-22,8,24.98,0.0
2020-04-05,64,16.09,0.0
2020-10-25,65,20.02,0.0
2021-02-11,32,3.86,0.0
2019-08-20,4,26.42,28.0
2019-06-16,46,6.89,0.0
2020-11-12,13,4.18,27.0
2020-10-14,72,6.53,0.0
2020-02-28,56,28.75,26.0
2020-08-28,2,15.09,0.0
2019-02-13,67,7.0,11.0
2021-06-10,73,5.16,12.0
2020-06-01,64,16.09,0.0
2021-12-05,52,5.68,0.0
2019-10-16,61,18.53,0.0
2019-09-27,74,4.11,0.0
2019-11-17,57,3.93,0.0
2019-10-19,81,5.11,0.0
2020-04-10,29,2.43,0.0
2020-01-03,84,19.77,0.0
2019-07-24,38,10.8,0.0
2020-09-05,77,7.7,0.0
2020-08-16,29,2.43,0.0
2019-03-02,15,18.78,0.0
2020-12-25,98,5.0,0.0
2020-03-18,62,5.7,0.0
2020-09-18,41,6.01,0.0
2021-05-11,63,3.74,1.0
2020-05-29,50,26.37,0.0
2020-12-24,1,6.71,0.0
2021-10-26,34,27.47,0.0
2020-12-02,76,17.93,37.0
2019-08-09,85,4.02,0.0
2020-09-20,90,7.71,1.0
2019-10-07,96,21.93,0.0
2019-08-12,28,15.23,0.0
2019-01-24,56,28.75,17.0
2019-04-27,88,16.06,0.0
2019-06-20,73,5.16,1.0
2021-08-03,91,15.46,1.0
2020-06-06,11,19.48,0.0
2020-12-08,53,7.87,0.0
2019-04-13,75,5.6,0.0
2021-07-02,58,13.66,0.0
2020-12-09,13,4.18,18.0
2019-08-13,25,6.23,1.0
2019-08-08,38,10.8,0.0
2021-11-24,79,3.75,0.0
2021-07-22,79,3.75,0.0
2021-06-26,81,5.11,0.0
2020-07-22,58,13.66,0.0
2019-09-19,52,5.68,0.0
2021-04-20,99,5.32,1.0
2021-11-02,61,18.53,0.0
2020-12-07,25,6.23,0.0
2020-12-30,8,24.98,0.0
2021-07-30,83,8.55,0.0
2021-12-06,97,28.65,0.0
2021-01-30,45,23.43,5.0
2021-01-15,78,2.99,0.0
2020-03-27,20,7.95,0.0
2020-11-23,3,29.22,3.0
2020-02-10,46,6.89,0.0
2021-06-18,68,8.7,1.0
2021-12-05,75,5.6,0.0
2020-09-08,72,6.53,0.0
2021-01-22,80,53.98,0.0
2021-06-03,17,6.21,0.0
2020-08-18,44,5.5,0.0
2020-11-05,93,12.44,0.0
2019-02-25,14,3.9,0.0
2021-03-08,92,3.23,0.0
2019-01-02,18,18.82,0.0
2021-04-17,57,3.93,0.0
2019-06-04,97,28.65,0.0
2021-05-22,36,21.14,0.0
2021-02-22,65,20.02,0.0
2020-11-16,24,7.91,0.0
2019-12-30,56,28.75,12.0
2020-09-14,6,5.61,0.0
2021-01-20,96,21.93,0.0
2019-08-13,35,4.36,0.0
2021-11-24,25,6.23,1.0
2019-02-10,92,3.23,0.0
2021-04-24,73,5.16,8.0
2019-08-22,20,7.95,0.0
2019-01-09,37,7.36,0.0
2021-02-16,74,4.11,0.0
2021-12-01,39,19.03,0.0
2020-06-28,22,19.05,0.0
2021-02-17,31,5.62,0.0
2021-04-03,57,3.93,0.0
2019-01-04,30,5.08,0.0
2020-04-13,67,7.0,21.0
2019-05-31,73,5.16,0.0
2019-03-04,65,20.02,0.0
2020-08-08,16,3.21,0.0
2020-10-28,46,6.89,0.0
2019-06-25,60,15.69,0.0
2021-08-18,7,8.1,0.0
2019-09-08,29,2.43,0.0
2020-02-11,75,5.6,0.0
2019-01-31,82,5.45,0.0
2020-05-08,40,22.67,0.0
2020-05-08,38,10.8,0.0
2021-07-16,35,4.36,0.0
2021-12-23,6,5.61,0.0
2019-11-26,22,19.05,0.0
2021-03-01,68,8.7,1.0
2021-04-24,81,5.11,0.0
2020-12-20,43,7.13,0.0
2020-12-29,69,26.04,0.0
2020-07-05,51,17.55,0.0
2021-01-10,72,6.53,0.0
2020-08-07,87,7.22,0.0
2019-08-20,34,27.47,0.0
2019-01-12,91,15.46,0.0
2019-07-12,7,8.1,0.0
2019-03-29,96,21.93,0.0
2020-08-06,30,5.08,0.0
2021-01-11,75,5.6,0.0
2021-01-07,28,15.23,0.0
2020-05-28,72,6.53,0.0
2021-07-23,80,53.98,0.0
2019-01-02,99,5.32,0.0
2019-08-28,87,7.22,0.0
2019-08-23,57,3.93,0.0
2020-12-07,73,5.16,2.0
2021-11-05,62,5.7,0.0
2021-10-07,12,4.87,2.0
2021-10-15,5,6.07,0.0
2020-01-27,88,16.06,0.0
2020-04-21,51,17.55,0.0
2020-05-27,74,4.11,0.0
2019-01-21,50,26.37,0.0
2019-08-25,56,28.75,19.0
2020-03-27,84,19.77,0.0
2019-08-14,47,8.01,0.0
2019-10-07,36,21.14,0.0
2021-04-16,33,20.8,0.0
2020-06-16,24,7.91,0.0
2019-10-31,94,5.71,0.0
2019-08-28,42,2.91,0.0
2019-11-30,48,11.82,0.0
2019-03-28,28,15.23,0.0
2019-01-01,48,11.82,0.0
2021-08-22,66,6.31,0.0
2021-09-06,60,15.69,0.0
2020-09-09,66,6.31,0.0
2020-02-03,70,16.28,0.0
2020-10-23,75,5.6,0.0
2020-03-27,4,26.42,49.0
2019-06-26,23,10.86,13.0
2021-03-01,60,15.69,0.0
2020-07-26,1,6.71,0.0
2021-04-14,60,15.69,0.0
2019-10-13,40,22.67,0.0
2021-03-13,100,2.48,0.0
2019-01-20,83,8.55,0.0
2021-03-21,39,19.03,0.0
2020-09-06,68,8.7,0.0
2020-06-30,8,24.98,0.0
2021-05-10,3,29.22,3.0
2020-09-01,32,3.86,0.0
2019-11-30,70,16.28,0.0
2020-03-29,61,18.53,0.0
2021-07-19,12,4.87,1.0
2019-05-07,22,19.05,0.0
2020-11-27,39,19.03,0.0
2020-12-22,97,28.65,0.0
2021-07-03,47,8.01,0.0
2021-08-12,1,6.71,0.0
2020-01-12,11,19.48,0.0
2020-01-08,76,17.93,28.0
2020-01-03,42,2.91,2.0
2020-01-02,12,4.87,9.0
2021-08-10,58,13.66,0.0
2019-12-27,74,4.11,0.0
2021-09-07,77,7.7,0.0
2020-02-09,39,19.03,0.0
2021-03-13,75,5.6,1.0
2019-03-31,95,19.04,0.0
2019-06-18,41,6.01,0.0
2020-06-05,59,23.37,43.0
2021-09-01,46,6.89,0.0
2020-12-05,68,8.7,1.0
2019-05-15,34,27.47,0.0
2021-05-21,48,11.82,0.0
2021-02-12,99,5.32,0.0
2021-02-09,39,19.03,0.0
2021-02-24,100,2.48,0.0
2019-12-31,11,19.48,0.0
2021-08-04,20,7.95,0.0
2021-07-30,80,53.98,0.0
2021-11-15,79,3.75,0.0
2021-03-14,8,24.98,0.0
2019-09-08,89,3.06,0.0
2020-10-13,41,6.01,0.0
2021-09-07,52,5.68,0.0
2020-05-22,91,15.46,0.0
2020-11-27,60,15.69,0.0
2020-10-05,93,12.44,0.0
2021-02-12,22,19.05,0.0
2019-03-18,70,16.28,0.0
2019-10-20,58,13.66,0.0
2021-09-08,31,5.62,1.0
2019-03-22,70,16.28,0.0
2021-02-05,23,10.86,0.0
2020-11-03,68,8.7,1.0
2021-12-15,2,15.09,0.0
2019-01-02,87,7.22,0.0
2019-11-21,36,21.14,0.0
2019-05-26,97,28.65,0.0
2020-11-02,12,4.87,3.0
2021-10-01,62,5.7,0.0
2020-03-22,88,16.06,0.0
2021-09-19,20,7.95,0.0
2021-10-19,7,8.1,0.0
2021-05-17,89,3.06,1.0
2021-05-23,99,5.32,0.0
2019-05-21,88,16.06,0.0
2020-07-08,30,5.08,0.0
2020-07-20,24,7.91,1.0
2019-08-14,16,3.21,214.0
2020-10-26,92,3.23,1.0
2021-07-23,53,7.87,0.0
2021-09-09,9,3.91,107.0
2020-12-04,13,4.18,32.0
2021-11-17,77,7.7,0.0
2021-02-01,44,5.5,1.0
2021-02-18,92,3.23,0.0
2021-11-16,90,7.71,2.0
2021-11-29,79,3.75,0.0
2019-11-28,66,6.31,0.0
2019-08-15,62,5.7,0.0
2021-12-13,55,6.63,0.0
2020-01-12,14,3.9,0.0
2020-03-05,22,19.05,0.0
2021-11-18,71,3.98,0.0
2020-11-11,78,2.99,0.0
2021-11-10,62,5.7,0.0
2019-04-03,43,7.13,0.0
2020-09-19,73,5.16,9.0
2020-03-18,49,1.39,2.0
2021-08-16,33,20.8,0.0
2019-11-11,93,12.44,0.0
2019-02-20,50,26.37,0.0
2019-06-11,47,8.01,0.0
2020-10-15,64,16.09,0.0
2021-01-21,51,17.55,0.0
2021-02-19,20,7.95,0.0
2021-10-13,31,5.62,1.0
2020-12-14,46,6.89,0.0
2021-09-29,75,5.6,0.0
2019-02-11,15,18.78,0.0
2021-06-06,51,17.55,0.0
2020-03-04,55,6.63,0.0
2019-10-06,34,27.47,0.0
2020-11-06,26,7.55,0.0
2021-03-18,23,10.86,0.0
2020-05-23,90,7.71,1.0
2019-12-04,65,20.02,0.0
2021-08-21,6,5.61,0.0
2019-05-01,34,27.47,1.0
2019-07-20,50,26.37,0.0
2019-09-23,16,3.21,123.0
2021-04-14,98,5.0,0.0
2019-04-14,10,21.13,0.0
2019-01-10,58,13.66,0.0
2021-02-14,62,5.7,0.0
2020-08-08,4,26.42,40.0
2019-10-04,45,23.43,2.0
2020-03-07,14,3.9,0.0
2020-08-15,1,6.71,0.0
2020-06-16,16,3.21,0.0
2019-11-03,40,22.67,0.0
2020-02-01,63,3.74,0.0
2021-01-02,29,2.43,1.0
2019-06-08,81,5.11,0.0
2020-07-05,7,8.1,0.0
2020-08-06,26,7.55,0.0
2020-03-21,63,3.74,0.0
2021-06-09,32,3.86,0.0
2019-07-12,26,7.55,0.0
2021-10-20,85,4.02,0.0
2020-01-04,74,4.11,0.0
2020-04-03,3,29.22,2.0
2019-10-14,23,10.86,11.0
2019-08-07,65,20.02,0.0
2021-06-08,87,7.22,0.0
2021-03-12,8,24.98,0.0
2020-12-15,33,20.8,0.0
2020-10-27,23,10.86,0.0
2020-02-11,2,15.09,0.0
2019-04-01,65,20.02,0.0
2019-07-11,53,7.87,0.0
2019-02-12,78,2.99,0.0
2019-05-12,74,4.11,0.0
2019-04-09,92,3.23,0.0
2019-03-08,38,10.8,0.0
2020-02-21,65,20.02,0.0
2020-01-17,21,23.23,14.0
2019-06-03,23,10.86,10.0
2021-10-19,95,19.04,0.0
2020-10-17,43,7.13,0.0
2021-08-20,20,7.95,0.0
2020-07-16,2,15.09,0.0
2021-04-08,51,17.55,0.0
2020-03-26,46,6.89,0.0
2021-11-01,96,21.93,0.0
2020-02-05,34,27.47,0.0
2021-11-26,11,19.48,0.0
2019-05-09,53,7.87,0.0
2020-04-26,64,16.09,0.0
2020-02-13,61,18.53,0.0
2020-04-18,52,5.68,0.0
2020-01-23,10,21.13,0.0
2020-05-23,27,26.21,0.0
2021-12-22,5,6.07,0.0
2019-05-18,21,23.23,22.0
2020-05-07,72,6.53,0.0
2020-08-09,2,15.09,0.0
2020-01-06,51,17.55,0.0
2019-12-10,39,19.03,0.0
2019-08-23,82,5.45,0.0
2021-05-14,71,3.98,0.0
2019-03-26,26,7.55,0.0
2020-07-26,83,8.55,0.0
2019-11-27,78,2.99,0.0
2019-12-22,2,15.09,0.0
2020-11-29,74,4.11,0.0
2019-05-19,46,6.89,0.0
2019-02-04,64,16.09,1.0
2021-10-03,6,5.61,0.0
2019-10-28,54,6.51,0.0
2019-11-02,59,23.37,37.0
2021-02-19,36,21.14,0.0
2019-12-18,60,15.69,0.0
2021-09-21,42,2.91,0.0
2019-11-04,67,7.0,12.0
2019-03-18,100,2.48,0.0
2021-12-11,93,12.44,0.0
2019-03-12,62,5.7,0.0
2019-09-23,31,5.62,0.0
2021-03-02,91,15.46,0.0
2021-05-16,58,13.66,0.0
2021-02-22,53,7.87,0.0
2021-07-29,93,12.44,0.0
2019-09-16,56,28.75,12.0
2019-06-23,15,18.78,0.0
2021-10-16,68,8.7,1.0
2020-09-25,63,3.74,0.0
2020-07-29,32,3.86,0.0
2019-02-11,11,19.48,0.0
2021-02-08,48,11.82,0.0
2020-06-15,93,12.44,0.0
2020-05-04,83,8.55,0.0
2020-11-09,16,3.21,0.0
2021-03-29,15,18.78,0.0
2021-06-09,4,26.42,38.0
2020-02-29,42,2.91,2.0
2019-05-01,67,7.0,26.0
2019-12-05,1,6.71,0.0
2021-06-14,46,6.89,0.0
2019-05-31,16,3.21,302.0
2019-08-13,54,6.51,0.0
2020-12-27,36,21.14,0.0
2019-12-26,91,15.46,0.0
2021-09-27,76,17.93,45.0
2021-06-05,72,6.53,0.0
2019-01-06,26,7.55,1.0
2021-01-08,47,8.01,0.0
2019-09-20,18,18.82,0.0
2021-05-15,61,18.53,0.0
2019-07-21,6,5.61,0.0
2021-12-02,43,7.13,0.0
2021-05-16,53,7.87,0.0
2020-02-04,90,7.71,0.0
2020-01-20,95,19.04,0.0
2020-05-02,24,7.91,0.0
2021-07-04,17,6.21,0.0
2020-12-16,58,13.66,0.0
2021-03-30,55,6.63,0.0
2019-09-24,81,5.11,0.0
2019-03-05,44,5.5,0.0
2019-05-03,70,16.28,0.0
2019-02-27,5,6.07,0.0
2019-05-18,13,4.18,32.0
2021-07-17,27,26.21,0.0
2020-04-03,33,20.8,0.0
2021-02-18,91,15.46,0.0
2019-05-04,74,4.11,0.0
2021-12-24,87,7.22,0.0
2021-06-26,1,6.71,0.0
2019-03-30,53,7.87,0.0
2019-11-28,2,15.09,0.0
2019-01-17,15,18.78,0.0
2020-12-24,6,5.61,0.0
2020-02-04,78,2.99,0.0
2020-01-31,17,6.21,0.0
2019-12-24,55,6.63,0.0
2021-09-25,94,5.71,0.0
2021-05-18,49,1.39,3.0
2019-03-18,92,3.23,1.0
2019-09-06,75,5.6,0.0
2021-07-23,83,8.55,0.0
2021-01-26,31,5.62,1.0
2020-05-24,87,7.22,0.0
2021-05-25,92,3.23,0.0
2020-05-26,79,3.75,0.0
2021-08-11,11,19.48,0.0
2020-05-24,78,2.99,0.0
2019-08-05,85,4.02,0.0
2021-11-07,31,5.62,0.0
2019-11-18,35,4.36,0.0
2020-02-21,44,5.5,0.0
2019-12-06,66,6.31,0.0
2019-07-21,11,19.48,0.0
2020-02-14,15,18.78,0.0
2020-05-15,38,10.8,0.0
2020-07-29,1,6.71,0.0
2020-02-28,43,7.13,0.0
2020-08-05,82,5.45,0.0
2021-10-05,69,26.04,0.0
2021-06-28,17,6.21,0.0
2020-10-16,27,26.21,1.0
2020-04-13,89,3.06,0.0
2021-01-07,37,7.36,0.0
2019-02-02,33,20.8,0.0
2019-07-07,33,20.8,0.0
2020-02-02,75,5.6,0.0
2019-05-16,17,6.21,0.0
2020-10-03,22,19.05,0.0
2020-02-05,42,2.91,1.0
2021-09-04,38,10.8,170.0
2019-11-20,9,3.91,0.0
2020-04-14,27,26.21,0.0
2019-08-16,29,2.43,0.0
2020-07-21,87,7.22,0.0
2021-07-23,15,18.78,0.0
2019-04-27,85,4.02,0.0
2020-04-19,32,3.86,0.0
2020-02-12,79,3.75,0.0
2020-12-15,11,19.48,0.0
2019-04-27,82,5.45,0.0
2019-10-25,68,8.7,1.0
2019-01-02,77,7.7,0.0
2020-08-17,42,2.91,0.0
2020-07-26,38,10.8,0.0
2019-03-21,50,26.37,0.0
2021-02-17,75,5.6,0.0
2019-05-11,85,4.02,0.0
2019-05-16,29,2.43,0.0
2019-08-25,88,16.06,0.0
2020-05-03,37,7.36,0.0
2020-07-26,50,26.37,0.0
2020-06-02,70,16.28,0.0
2019-11-14,17,6.21,0.0
2019-11-28,39,19.03,0.0
2021-11-20,49,1.39,0.0
2021-01-12,75,5.6,0.0
2019-01-24,37,7.36,0.0
2020-11-02,48,11.82,0.0
2020-04-28,27,26.21,0.0
2019-04-11,54,6.51,0.0
2021-05-04,46,6.89,0.0
2021-11-13,12,4.87,5.0
2021-12-02,10,21.13,0.0
2019-03-20,87,7.22,0.0
2021-04-11,21,23.23,6.0
2019-01-29,87,7.22,0.0
2021-02-07,9,3.91,23.0
2020-08-10,42,2.91,0.0
2020-06-03,39,19.03,0.0
2021-05-02,5,6.07,0.0
2020-09-21,79,3.75,0.0
2020-12-12,75,5.6,0.0
2020-01-16,56,28.75,13.0
2020-12-12,55,6.63,0.0
2019-05-18,98,5.0,0.0
2020-10-29,84,19.77,0.0
2021-12-19,22,19.05,0.0
2020-07-09,81,5.11,0.0
2019-09-18,82,5.45,0.0
2019-12-07,67,7.0,34.0
2021-07-30,14,3.9,0.0
2019-02-12,24,7.91,0.0
2021-02-13,91,15.46,0.0
2021-03-01,18,18.82,0.0
2021-11-15,37,7.36,0.0
2019-07-17,77,7.7,0.0
2021-07-04,37,7.36,0.0
2021-12-07,78,2.99,0.0
2020-07-21,85,4.02,0.0
2021-03-29,43,7.13,0.0
2021-09-30,13,4.18,40.0
2021-08-28,5,6.07,0.0
2019-04-24,89,3.06,1.0
2021-10-07,51,17.55,0.0
2019-03-23,83,8.55,0.0
2020-05-26,92,3.23,0.0
2019-11-25,87,7.22,0.0
2019-05-03,72,6.53,0.0
2021-02-04,12,4.87,8.0
2019-08-29,34,27.47,0.0
2020-10-28,60,15.69,0.0
2019-11-28,38,10.8,0.0
2021-11-23,63,3.74,0.0
2020-08-08,25,6.23,2.0
2020-03-13,96,21.93,0.0
2019-06-06,7,8.1,0.0
2021-07-21,97,28.65,0.0
2020-06-20,93,12.44,0.0
2019-07-19,11,19.48,0.0
2021-01-24,67,7.0,1.0
2020-07-21,10,21.13,0.0
2020-03-20,48,11.82,0.0
2019-02-19,23,10.86,6.0
2019-05-21,48,11.82,0.0
2020-06-08,48,11.82,0.0
2021-07-26,41,6.01,0.0
2020-09-01,28,15.23,0.0
2019-07-03,46,6.89,0.0
2019-02-22,94,5.71,0.0
2019-07-09,55,6.63,0.0
2021-08-18,49,1.39,3.0
2020-12-24,20,7.95,0.0
2020-12-03,93,12.44,0.0
2020-10-06,24,7.91,0.0
2019-04-27,66,6.31,0.0
2020-09-04,6,5.61,0.0
2021-07-24,66,6.31,0.0
2019-03-24,71,3.98,0.0
2020-02-12,45,23.43,2.0
2021-12-12,65,20.02,0.0
2021-09-22,23,10.86,0.0
2020-11-18,94,5.71,1.0
2019-12-07,80,53.98,0.0
2019-02-20,89,3.06,0.0
2019-02-27,65,20.02,0.0
2019-09-16,3,29.22,2.0
2021-07-23,94,5.71,0.0
2019-05-14,13,4.18,18.0
2020-07-15,81,5.11,0.0
2021-10-14,36,21.14,0.0
2019-10-29,89,3.06,1.0
2021-04-11,76,17.93,57.0
2020-02-27,88,16.06,0.0
2019-01-12,5,6.07,0.0
2020-07-02,5,6.07,0.0
2020-08-11,79,3.75,0.0
2021-03-19,38,10.8,145.0
2020-05-20,94,5.71,0.0
2020-09-23,76,17.93,52.0
2019-06-03,86,6.5,0.0
2020-12-25,83,8.55,0.0
2021-05-06,18,18.82,0.0
2020-09-20,95,19.04,0.0
2021-11-29,97,28.65,0.0
2019-07-25,47,8.01,0.0
2019-03-17,86,6.5,0.0
2020-03-15,40,22.67,0.0
2019-10-24,83,8.55,0.0
2021-10-08,64,16.09,0.0
2021-02-26,90,7.71,1.0
2021-12-28,50,26.37,0.0
2021-05-18,65,20.02,0.0
2020-06-01,30,5.08,0.0
2020-08-27,71,3.98,0.0
2021-06-12,1,6.71,0.0
2019-01-09,78,2.99,0.0
2019-08-11,24,7.91,0.0
2020-03-04,4,26.42,23.0
2019-02-12,97,28.65,0.0
2019-01-05,26,7.55,0.0
2021-03-02,2,15.09,0.0
2020-05-24,94,5.71,0.0
2020-06-04,68,8.7,1.0
2019-09-07,85,4.02,0.0
2020-04-06,51,17.55,0.0
2019-02-25,70,16.28,0.0
2021-03-28,24,7.91,0.0
2021-11-21,15,18.78,0.0
2020-08-07,54,6.51,0.0
2020-04-03,1,6.71,0.0
2020-01-01,86,6.5,0.0
2020-11-18,24,7.91,0.0
2021-07-24,91,15.46,0.0
2020-06-06,21,23.23,27.0
2020-11-08,55,6.63,0.0
2019-09-11,53,7.87,0.0
2021-11-17,73,5.16,4.0
2021-03-17,89,3.06,1.0
2019-07-06,46,6.89,0.0
2020-01-13,69,26.04,0.0
2021-11-19,94,5.71,0.0
2019-05-11,40,22.67,0.0
2019-06-30,45,23.43,1.0
2021-09-06,92,3.23,0.0
2019-07-09,79,3.75,0.0
2019-02-07,6,5.61,0.0
2019-03-02,77,7.7,0.0
2019-01-25,6,5.61,0.0
2021-11-19,80,53.98,0.0
2021-05-19,71,3.98,0.0
2020-08-18,81,5.11,0.0
2020-03-07,31,5.62,0.0
2021-03-17,94,5.71,0.0
2020-10-14,39,19.03,0.0
2020-11-04,6,5.61,0.0
2021-03-30,12,4.87,3.0
2021-12-29,49,1.39,2.0
2020-12-04,66,6.31,0.0
2020-02-10,27,26.21,1.0
2021-10-20,5,6.07,0.0
2020-01-27,23,10.86,4.0
2019-12-11,38,10.8,0.0
2020-08-16,16,3.21,0.0
2019-05-10,77,7.7,0.0
2020-03-10,21,23.23,9.0
2020-07-07,46,6.89,0.0
2021-01-17,10,21.13,0.0
2021-09-03,98,5.0,0.0
2019-09-26,47,8.01,0.0
2020-06-20,80,53.98,0.0
2019-06-14,82,5.45,0.0
2019-09-19,34,27.47,0.0
2021-04-27,17,6.21,0.0
2019-06-07,87,7.22,0.0
2020-04-14,68,8.7,1.0
2019-07-11,71,3.98,2.0
2021-04-21,54,6.51,0.0
2020-06-25,96,21.93,0.0
2019-07-10,85,4.02,0.0
2021-05-07,21,23.23,17.0
2019-09-17,31,5.62,0.0
2020-08-16,36,21.14,0.0
2019-03-10,57,3.93,0.0
2020-04-04,53,7.87,0.0
2020-01-11,25,6.23,1.0
2019-08-21,24,7.91,0.0
2019-07-23,83,8.55,0.0
2020-01-23,3,29.22,4.0
2021-03-10,3,29.22,4.0
2019-10-26,14,3.9,0.0
2021-01-09,100,2.48,0.0
2021-05-31,99,5.32,0.0
2020-04-16,89,3.06,0.0
2020-04-18,98,5.0,0.0
2021-01-30,7,8.1,0.0
2019-08-08,39,19.03,0.0
2019-07-25,17,6.21,0.0
2020-02-21,54,6.51,0.0
2021-09-09,100,2.48,0.0
2021-07-05,99,5.32,0.0
2019-06-05,84,19.77,0.0
2020-03-27,93,12.44,0.0
2021-01-07,16,3.21,0.0
2020-05-22,21,23.23,27.0
2020-01-25,2,15.09,0.0
2019-02-06,40,22.67,0.0
2019-10-15,65,20.02,0.0
2021-12-13,34,27.47,0.0
2020-02-12,15,18.78,0.0
2020-11-15,69,26.04,0.0
2021-11-24,75,5.6,0.0
2019-06-22,37,7.36,0.0
2019-08-03,21,23.23,19.0
2020-07-24,51,17.55,0.0
2020-02-05,8,24.98,0.0
2020-04-19,92,3.23,0.0
2021-12-19,88,16.06,0.0
2020-03-03,68,8.7,0.0
2021-06-02,96,21.93,0.0
2020-07-12,100,2.48,0.0
2019-04-04,41,6.01,0.0
2019-06-18,5,6.07,0.0
2020-08-16,100,2.48,0.0
2019-07-18,82,5.45,0.0
2019-02-10,10,21.13,0.0
2021-08-04,3,29.22,5.0
2019-01-01,67,7.0,23.0
2020-05-29,37,7.36,0.0
2021-06-25,46,6.89,0.0
2021-08-17,60,15.69,0.0
2020-07-14,87,7.22,0.0
2021-03-16,30,5.08,0.0
2021-04-18,84,19.77,0.0
2020-09-20,75,5.6,0.0
